ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,API Healthcare Corp,Michael,Meisel,9276 Scranton Rd # 400,San Diego,CA,92121,Sorrento Valley,(858) 882-8500,Apihealthcare.Com,,,,737206,Computer Software,511210,Software Publishers,44,"$18,110,000 ",,,
,Apple Store,,,1923 Calle Barcelona # 138,Carlsbad,CA,92009,,(760) 697-9800,Apple.Com,,,"Visit the Carlsbad Apple Retail Store to shop for Mac, iPhone, iPad, iPod, and more. Sign up for free workshops or visit the Genius bar for support and answers.'",573407,Computer & Equipment Dealers,443142,Electronic Stores,42,"$11,161,000 ",,,
,Apple Store,Bruno,Valdez,2015 Birch Rd # 603,Chula Vista,CA,91915,Otay Ranch,(619) 216-0514,Apple.Com,,,"Visit the Otay Ranch Apple Retail Store to shop for Mac, iPhone, iPad, iPod, and more. Sign up for free workshops or visit the Genius bar for support and answers.'",573407,Computer & Equipment Dealers,443142,Electronic Stores,30,"$7,972,000 ",,,
,Apple Store,,,272 E Via Rancho Pkwy # 337,Escondido,CA,92025,Kit Carson,(760) 317-2484,Apple.Com,,,"Visit the North County Apple Retail Store to shop for Mac, iPhone, iPad, iPod, and more. Sign up for free workshops or visit the Genius bar for support and answers.'",573407,Computer & Equipment Dealers,443142,Electronic Stores,42,"$11,161,000 ",,,
,Apple Store,,,4505 LA Jolla Village Dr # 79,San Diego,CA,92122,University City,(858) 795-6870,Apple.Com,,,"Visit the UTC Apple Retail Store to shop for Mac, iPhone, iPad, iPod, and more. Sign up for free workshops or visit the Genius bar for support and answers.'",573407,Computer & Equipment Dealers,443142,Electronic Stores,42,"$11,161,000 ",,,
,Apple Store,,,7007 Friars Rd # 364,San Diego,CA,92108,Mission Valley West,(619) 682-3477,Apple.Com,,,"Visit the Fashion Valley Apple Retail Store to shop for Mac, iPhone, iPad, iPod, and more. Sign up for free workshops or visit the Genius bar for support and answers.'",573407,Computer & Equipment Dealers,443142,Electronic Stores,42,"$11,161,000 ",,,
,Applications International,Valerie M,Cleare,10920 Via Frontera # 400,San Diego,CA,92127,Rancho Bernardo,(858) 673-2174,Appsint.Com,,,,737415,Internet Service,518210,"Data Processing, Hosting & Related Services",25,"$6,014,000 ",,,
,Arrow Electronics Inc,,,13771 Danielson St,Poway,CA,92064,,(858) 513-1101,Arrow.Com,,,,506519,Electronic Equipment & Supplies-Whls,423690,Other Electronic Parts & Equipment Merchant Whlsrs,25,"$38,199,000 ",,,
,Arrow Electronics Inc,,,8695 Avenida Costa Blanca,San Diego,CA,92154,Otay Mesa,(619) 661-9902,Arrow.Com,,,,506519,Electronic Equipment & Supplies-Whls,423690,Other Electronic Parts & Equipment Merchant Whlsrs,25,"$38,199,000 ",,,
,Atel Communications Inc,Steven E,Handelman,8447 Miramar Mall # A,San Diego,CA,92121,Sorrento Valley,(858) 646-4600,Atelcommunications.Com,,,"ATEL Communications is a company that designs and installs phone systems. Operational since 1985, it is one of the oldest, largest distributors of digital telephone systems from NEC in the western United States. The company provides structured wiring and moving systems. ATEL Communications also offers information technology services. Its emergency solutions are available 24 hours a day, seven days a week. The company provides products from various manufacturers, such as Esna Technologies, Superior Essex and Nortel Networks. ATEL Communications is a member of the San Diego Regional Chamber of Commerce. It offers a range of business headsets and surveillance systems.'",481304,Telephone Companies,517311,Wired Telecommunications Carriers,25,"$10,771,000 ",,,
,Ausgar Technologies Inc,,,1072 Treena,San Diego,CA,92131,,(858) 444-8200,Ausgar.Com,,,,737301,Engineers-Systems,541512,Computer Systems Design Services,22,"$4,077,000 ",,,
,Ausgar Technologies Inc,Jon,Dien,10721 Treena St,San Diego,CA,92131,Scripps Ranch,(858) 444-8199,Ausgar.Com,,,,737301,Engineers-Systems,541512,Computer Systems Design Services,20,"$3,707,000 ",,,
,Autofusion Inc,,,6215 Ferris Sq # 200,San Diego,CA,92121,Sorrento Valley,(858) 270-9444,Autofusion.Com,,,,811103,Attorneys,541110,Offices Of Lawyers,20,"$4,108,000 ",,,
,B P Logix Inc,Rita,Obrien,410 S Melrose Dr # 100,Vista,CA,92081,,(760) 643-4121,Bplogix.Com,,,,737303,Cad Systems & Services,541512,Computer Systems Design Services,49,"$9,080,000 ",,,
,Barnes & Noble,,,2015 Birch Rd # 2284,Chula Vista,CA,91915,Otay Ranch,(619) 216-0182,Barnesandnoble.Com,,,,594201,Book Dealers-Retail,451211,Book Stores,40,"$5,520,000 ",,,
,Barnes & Noble,Jen,Barajas-Waldro,1040 N El Camino Real # B,Encinitas,CA,92024,,(760) 943-6400,Barnesandnoble.Com,,,"Founded in 1873, Barnes & Noble is one of the largest booksellers in the United States and a Fortune 500 company. The company maintains more than 800 bookstores in over 50 states. It operates an online channel that offers in-stock selection of in-print book titles. Barnes & Noble serves more than 8 million customers a year. In addition, the company attends over 4,000 customer service requests. It sells nearly 300 million books per year and is known to be one of the largest coffeehouses in the U.S. Barnes & Noble has publishing and distribution rights to more than 10,000 titles. In addition, the company hosts more than 100,000 community events in the U.S. Maintaining a location in Encinitas, Calif., Barnes & Noble s stores also carry a collection of videos, DVDs, CDs and magazines.'",594201,Book Dealers-Retail,451211,Book Stores,25,"$3,450,000 ",,,
,Bay WA R E Wind L LLC,,,4365 Executive Dr,San Diego,CA,92121,University City,(858) 450-6800,Baywa-Re.Us,,,,737303,Cad Systems & Services,541512,Computer Systems Design Services,22,"$4,077,000 ",,,
,Bentley Systems Inc,Michael E,Markovitz,2744 Loker Ave W # 103,Carlsbad,CA,92010,,(760) 431-3610,Bentley.Com,,,,737206,Computer Software,511210,Software Publishers,25,"$10,290,000 ",,,
,Bentley Systems Inc,Alan,Kiraly,6170 Cornerstone Ct E # 200,San Diego,CA,92121,Sorrento Valley,(858) 625-3000,Bentley.Com,,,"Enterprise Informatics, Inc., is a leading provider of enterprise content and configuration management solutions that capture, store and manage information about assets, products and processes throughout their life cycles. Enterprise Informatics provides content and configuration management solutions that enable the efficient capture, management, storage and distribution of all types of information, including documents, drawings, images, records, emails and data about assets. The company was founded in 1981 and is traded on the Over The Counter Bulletin Board. Enterprise Informatics has headquarters in San Diego with international sales and support centers in London, the United Kingdom and Johannesburg, South Africa.'",737206,Computer Software,511210,Software Publishers,25,"$10,290,000 ",,,
,Blue Oasis Technologies,Paul,Tartare,5375 Mira Sorrento Pl,San Diego,CA,92121,Sorrento Valley,(858) 525-0300,Blueoasistech.Com,,,,737102,Computer Programming Services,541511,Custom Computer Programming Services,20,"$2,853,000 ",,,
,Blue Tech Inc,Guy,Stone,4025 Hancock St # 100,San Diego,CA,92110,Midway District,(619) 497-6060,Bluetech.Com,,,"Established in 1984, Blue Tech Inc. is a network systems integrator and an information technology solutions company. It provides effective and rapid solutions for complex and challenging technological problems. The company supplies custom configured quality information technology equipment solutions and information technology services to federal and state agencies, private industries and the United Nations. The ISO 9001-2008 certified company s services include many technologies, such as information technology system integrators, video teleconference, information technology infrastructure, data/physical security, etc. Blue Tech Inc. also has small business certifications, including Women-Owned Small Business (WOSB), Small Disadvantaged Business (SDB), Pro-Net and CCR and HUBZone. The company is located in San Diego, Calif.'",737109,Information Technology Services,541511,Custom Computer Programming Services,30,$0 ,,,
,Brim Agency Inc,Matt,Walker,10590 W Ocean Air Dr # 220,San Diego,CA,92130,Carmel Valley,(858) 427-0825,Mainpathmarketing.Com,,,"BRIM Agency inc. is helping business owners and marketing manager do more business with better marketing through SEO, PPC, Social Media, Conversion optimization and Web development.'",737415,Internet Service,518210,"Data Processing, Hosting & Related Services",30,"$7,217,000 ",,,
,Businessonline,Trevor,Hanes,701 B St # 1000,San Diego,CA,92101,Core-Columbia,(619) 699-0767,Businessol.Com,,,"BusinessOnline is an interactive marketing company with a 14-year track record of leveraging the power of the Internet to help clients grow. Our intense focus on developing a deep understanding of user needs, gives us powerful user insights that can be leveraged to achieve strategic goals for our clients. And because we have been exclusively in the online space for all these years, our knowledge pool is deeper. BusinessOnline has a cross-functional team of industry experts that are able to integrate search engine marketing (SEO, PPC), social media, user-experience, web design and development, and analytics into cohesive and measureable strategies that attract, engage, and drive consumers toward desired actions. We cannot stress that last part enough. Unless your customers actually DO something - something you want them to do - it's all a pointless exercise. And we make sure they do something in a way that ties directly back to your key business objectives. The definition of marketing success is different for every business. But, if there's one thing we've learned from working with thousands of clients - of all sizes, in all categories and markets - is that it all comes down to results. Our process begins with understanding your customers (can't overstate that), your competitors, your challenges, resources (both human and financial) and, most importantly, how you define success. At BusinessOnline, we take a truly integrated approach to your online presence, pulling in the right mix of experts - search marketing,, social media, and analytics - then we make sure we're all pursuing the same goal. We don't just launch a website, campaign or program, then stand back and hope it works. One thing we've learned is you're never done. Nothing's ever completed. So we're constantly measuring results and tracking your customer's behavior to improve results over time. We're always learning about your business and customers, and we're putting what we learn to use, to get better results. There's always something new to learn, if you're willing to find out what it is. 'With the help of BusinessOnline, we set aggressive goals and built a plan to achieve them. Once implemented, their recommendations enabled us to realize amazing results - we were able to prove marketing ROI through substantial increases in revenue, a reduction in user related service issues, and a boost in traffic for partners. ' - Rachelle Deal, VP of Marketing, American Council on Exercise'",737415,Internet Service,518210,"Data Processing, Hosting & Related Services",37,"$8,901,000 ",,,
,CARI.NET,Bryan,Ling,8929 Complex Dr # A,San Diego,CA,92123,Kearny Mesa,(858) 974-5080,Cari.Net,,,,737415,Internet Service,518210,"Data Processing, Hosting & Related Services",40,"$9,623,000 ",,,
,Cask Technologies LLC,Elizabeth,Guezzale,1337 Muirlands Vista Way,La Jolla,CA,92037,Muirlands,(858) 551-0616,Casktechnologies.Com,,,"About CaskCask was founded in 2004, providing strategic planning and procurement management for telecommunications technology investments. As the business grew, Cask expanded to support customers throughout the project and technology lifecycle.Cask possesses insight and experience to address our clients' most critical needs and complex challenges including:'",999966,Federal Government Contractors,999990,Unclassified Establishments,25,$0 ,,,
,Castle Access Inc,Joe,Alfrey,9606 Aero Dr # 1900,San Diego,CA,92123,Kearny Mesa,(858) 836-0200,Castleaccess.Com,,,,737409,Computer Data Storage,518210,"Data Processing, Hosting & Related Services",35,"$8,420,000 ",,,
,Clients & Profits,Mark,Robillard,4755 Oceanside Blvd # 220,Oceanside,CA,92056,Peacock,(760) 945-4334,Matthewrobillard.Com,,,,737101,Computer Services,541511,Custom Computer Programming Services,20,"$2,853,000 ",,,
,College Source Inc,Karen,Dutter,8090 Engineer Rd,San Diego,CA,92111,Kearny Mesa,(858) 514-2480,Collegesource.Com,,,,822101,Schools-Universities & Colleges Academic,611310,"Colleges, Universities & Professional Schools",39,$0 ,,,
,Computer Market Research,Del,Heles,9909 Huennekens St # 110,San Diego,CA,92121,Sorrento Valley,(858) 558-8341,Miodatos.Bz,,,"For more than 26 years, Computer Market Research Ltd. has been one of the world s leading channel data management providers to Fortune 500 technology companies. Based in San Diego, Calif., the firm delivers web-based applications and services to manufacturers to assist in channel data management. Its client/server and web-based solutions accelerate distributor and reseller data collection, processing, analysis and reporting. Computer Market Research Ltd. utilizes modules, such as CMR Channel POS, CMR Co-op/MDF, CMR Special Pricing Authorization, CMR Deal Registration and CMR integration with Salesforce.com. It has corporate associations with Chanimal Marketing, Channel-360, Everything Channel and Salesforce.com.'",873204,Market Research & Analysis,541910,Marketing Research & Public Opinion Polling,30,$0 ,,,
,Contractor Software Corp,Kyle,Brierley,1227 Prospect St # 200,La Jolla,CA,92037,Village,(619) 398-4550,Teamtag.Net,,,,737206,Computer Software,511210,Software Publishers,30,"$12,348,000 ",,,
,Copycare Of San Diego Inc,T,Spinola,2122 Auto Park Way,Escondido,CA,92029,Vineyard,(760) 738-3836,Copycaresd.Com,,,"Copycare Document Solutions is a document technology company founded in 1998 to deliver products and services that help businesses communicate more efficiently and effectively. Copycare Document Solutions is a premier independent office equipment dealer for Lanier, Savin, Ricoh, Canon, HP and Lexmark. We are dedicated to providing our clients with industry leading document imaging systems including digital multi-functional copiers, color printers, fax systems and scanners, as well as network and software solutions.'",594301,Office Supplies,453210,Office Supplies & Stationery Stores,20,"$5,336,000 ",,,
,Coupa Software Inc,,,2010 Jimmy Durante Blvd # 118,Del Mar,CA,92014,Del Mar,(650) 931-3200,Coupa.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,Cox Business Svc,Mike,Mcgonigal,5159 Federal Blvd,San Diego,CA,92105,Oak Park,(619) 269-2000,Coxbusiness.Com,,,,737415,Internet Service,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,Crossflo Systems Inc,Renney,Senn,11260 El Camino Real # 100,San Diego,CA,92130,Carmel Valley,(858) 724-2216,Crossflo.Com,,,"Patriot Data Solutions Group, Inc. provides products and solutions that enable mission-critical organizations to significantly accelerate the time to value and reduce total cost of ownership for their data-sharing initiatives. Additionally, Patriot offers real-time visualization for public safety and emergency response all supported by a best-of-class, standards-based data sharing technology and deep domain, data sharing standards expertise. At the state and local public safety level, the company works with state and regional Fusion Centers and Emergency Operations Centers and Regional and County Integrated Justice Initiatives.'",874213,Marketing Programs & Services,541613,Marketing Consulting Services,20,"$2,278,000 ",,,
,CTI,,,15150 Avenue Of Science # 100,San Diego,CA,92128,Carmel Mountain,(858) 753-1110,Jeckwild.Com,,,,737206,Computer Software,511210,Software Publishers,49,"$20,168,000 ",,,
,Cubic Applications,Al,Sargeant,2280 Historic Decatur Rd # 200,San Diego,CA,92106,Midway District,(619) 523-0848,Cubic.Com,,,,874876,Defense Contractors,541618,Other Management Consulting Services,35,"$3,839,000 ",,,
,Cuker,Aaron,Cuker,320 S Cedros Ave # 200,Solana Beach,CA,92075,Solana Beach,(858) 345-1378,Cukeragency.Com,,,,731115,Advertising Marketing,541810,Advertising Agencies,20,"$1,453,000 ",,,
,Cyntellect Inc,Saiid,Zarrabian,6620 Mesa Ridge Rd # 100,San Diego,CA,92121,Mira Mesa,(858) 450-7079,Oncosis.Com,,,"Cyntellect is a privately held biotechnology company that offers various products and services for enhancing the use of living cells in life science research, laser-based medicine, semiconductor manufacturing technologies, cell biology and cellular therapy processes. The company has expertise in high-speed cell purification and imaging and transfection solutions for laboratory research, recombinant protein production and cellular assays. Cyntellect specializes in the areas of cell cloning, therapeutic transplantation, and functional genomics and proteomics. Cyntellect offers real-time image analyzing tools to manipulate living cells for the purification and delivery of biomolecules. The company markets laser optoinjection devices under the brand name of HOP. It also offers an automated system, LEAP, used for high-throughput cell imaging and laser-based cell manipulation operations. Its service, Cell Xpress, enables identification, cloning and tracking of the growth rate of potential supersecretor cells used for manufacturing customer-specific protein therapeutics.'",737206,Computer Software,511210,Software Publishers,22,"$9,055,000 ",,,
,D 2 K Technologies,,,5062 Nighthawk Way,Oceanside,CA,92056,Ocean Hills,(760) 940-4212,D2ktech.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,Data Strategies Inc,Corey,Price,13475 Danielson St # 210,Poway,CA,92064,,(858) 726-3535,Mdsuite.Com,,,,737102,Computer Programming Services,541511,Custom Computer Programming Services,30,$0 ,,,
,Dataskill,Nigel,Hook,5675 Ruffin Rd # 100,San Diego,CA,92123,Kearny Mesa,(858) 751-0130,Watsonpro.Com,,,"Founded in 1981, Dataskill Inc. is a business intelligence, data integration and software engineering firm. The company helps some of the world s leading companies create and implement technology-centric solutions that deliver business results. It helps clients to design and deliver custom software solutions and various related services. The firm has a vast list of clients, including most of the Fortune 500 companies, Gateway, Hoffman, NeoMedia, Overland Storage, Pearson and Iomega, among others. Dataskill Inc. offers a range of business consulting services, such as strategic planning, business process optimization, supply chain management, etc. It has partnerships with a number of organizations that include Diego DEFCOMM, San Diego Software Industry Council, Open Source Industry Association (OSIA) and others.'",737109,Information Technology Services,541511,Custom Computer Programming Services,40,"$5,705,000 ",,,
,Datel Systems Inc,Larry,Piland,5636 Ruffin Rd,San Diego,CA,92123,Kearny Mesa,(858) 571-3100,Datelsys.Com,,,"Since 1983, Datel Systems Incorporated has been delivering information technology infrastructure, business-class workstations and servers, managed services, business solutions and technical support. Located in San Diego, Calif., the company has authorizations and certifications with leading information technology vendors, including Microsoft, Cisco, Citrix, SonicWall and many other partners. Datel Systems Incorporated offers network integration/security consulting support, maintenance/managed services computers and peripherals/supplies. In addition, the company provides network and infrastructure solutions, such as network assessment, product procurement, Internetworking, storage, servers and hosting.'",737801,Computers-Service & Repair,811212,Computer & Office Machine Repair & Maintenance,35,"$5,344,000 ",,,
,Dbrds,,,363 5th Ave # 203,San Diego,CA,92101,Gaslamp,(619) 955-5450,Dbrds.Com,,,,737303,Cad Systems & Services,541512,Computer Systems Design Services,22,"$4,077,000 ",,,
,Decision Sciences Intl Corp,Dwight,Johnson,12345 First American Way # 100,Poway,CA,92064,,(858) 571-1900,Decisionsciencescorp.Com,,,,381298,Search Detection/Nav Systs/Instr (Mfrs),334511,Search Detection & Navigation Instruments,40,$0 ,,,
,Digital River,Ram,Srinivasan,2355 Northside Dr # B250,San Diego,CA,92108,Mission Valley East,(650) 917-7600,Fireclick.Com,,,"Fireclick is a hosted application service with comprehensive business intelligence. A wholly owned subsidiary of Digital River, Fireclick specializes in the provision of comprehensive Web analytics solutions. Offering online businesses real-time, actionable information about customers, the data delivered by the application service is used to improve operating results, run effective marketing campaigns, create a better user experience, and increase overall site traffic, revenues and profits. Fireclick's solutions are used worldwide by a number of its parent company s software publishers, manufacturers, distributors and online retailers. Customers include Tower Records, Air Canada, Hotels.com, Pinnacle Systems and Symantec. Fireclick maintains its headquarters in Mountain View, Calif.'",504502,Computers-Supplies & Parts-Wholesale,423430,Computer & Peripheral Equip/Software Mrchnt Whlsrs,25,"$32,687,000 ",,,
,Disk Doctors,,,4660 LA Jolla Village Dr # 500,San Diego,CA,92122,University City,(858) 717-0048,Diskdoctors.Com,,,,737102,Computer Programming Services,541511,Custom Computer Programming Services,20,"$2,853,000 ",,,
,Dot VN Inc,Thomas M,Johnson,9449 Balboa Ave # 114,San Diego,CA,92123,Kearny Mesa,(858) 571-2007,Dotvn.Com,,,"Established in 1998, Dot VN provides online communication and commerce solutions. The company offers online registration for country code .VN. It has more than 50 domain resellers worldwide marketing and selling .VN domain names to clients. Dot VN has partnerships with Netsoft, VDC, FPT, Verisign and Register.com. The company s clients include Wal-Mart, The Coca-Cola Company, Cisco Systems and Bank of America. It is licensed to start building information data centers in Vietnam. Dot VN provides Internet and telecommunications services.'",737415,Internet Service,518210,"Data Processing, Hosting & Related Services",0,$0 ,,,
,Dotmatics,,,11300 Sorrento Valley Rd,San Diego,CA,92121,Torrey Preserve,(858) 552-8900,Dotmatics.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,Dreamality V R,Rosalynn,Carmen,2920 1st Ave # G,San Diego,CA,92103,Park West,(619) 521-8008,Asianheritageawards.Com,,,,737308,Computers-Virtual Reality,541512,Computer Systems Design Services,25,"$4,633,000 ",,,
,DRS Technical Svc Inc,Dave,Leedom,2535 Camino Del Rio S # 300,San Diego,CA,92108,Mission Valley East,(619) 299-3210,Drs.Com,,,"DRS Technical Services, a division of DRS Technologies, is a supplier of integrated products, services and support to military forces, intelligence agencies and prime contractors worldwide. Focused on defense technology, the company develops, manufactures and supports a broad range of systems for mission critical and military sustainment requirements. DRS products include thermal imaging systems, combat display workstations, electronic sensor systems, power systems, battlefield management tactical computer systems, air combat training systems, deployable flight incident recorders, combat support systems, environmental systems and support services. The company also provides communications and surveillance systems, diagnostics and test systems, and training and simulation systems. DRS Technical Services maintains its headquarters in Parsippany, N.J., and has numerous satellite operations throughout the United States and Canada, including San Diego.'",871111,Engineers-Consulting,541330,Engineering Services,30,"$5,763,000 ",,,
,DSD Business Systems,Douglas,Deane,8787 Complex Dr # 400,San Diego,CA,92123,Kearny Mesa,(858) 550-5900,Retenacity.Biz,,,,737101,Computer Services,541511,Custom Computer Programming Services,30,"$4,279,000 ",,,
,DVD Your Memories,Anthony,San Nicholas,8305 Vickers St # 206,San Diego,CA,92111,Kearny Mesa,(858) 503-7965,Dvdyourmemories.Com,,,,274119,Multimedia (Mfrs),511199,All Other Publishers,25,"$3,636,000 ",,,
,Eclub USA,,,2535 Kettner Blvd,San Diego,CA,92101,Midtown,(619) 578-5969,Eclubusa.Com,,,,472402,Travel Agencies & Bureaus,561510,Travel Agencies,20,"$2,132,000 ",,,
,EFI Inc,Gordon,Hay,15150 Avenue Of Science # 100,San Diego,CA,92128,Carmel Mountain,(858) 578-3550,Corrtech.Com,,,"Formed in 1981, CTI provides the packaging industry with software and services. Located in San Diego, Calif., the firm is a supplier of technologically advanced manufacturing and supply chain software. The company offers its vast client base an array of services that include roll stock analysis and board grade consolidation, custom development, integration services and more. CTI provides a host of products, such as Version 21, PECOM, CorrTrim, CorrLink, CorrTrac Roll Stock and others. The firm serves a number of industries, including paper mills, sheet feeders, box plants, specialty packaging, etc.'",737206,Computer Software,511210,Software Publishers,30,"$12,348,000 ",,,
,Electronic Recycling Ctr,Elies,Zeitoune,2618 Temple Heights Dr # A,Oceanside,CA,92056,Peacock,(760) 724-3046,Electronicrecyclingcenter.Net,,,,495304,Waste Disposal,562219,Other Nonhazardous Waste Treatment & Disposal,23,"$6,383,000 ",,,
,Emgence Technologies,Scott,Johnson,11440 W Bernardo Ct # 300,San Diego,CA,92127,Rancho Bernardo,(858) 753-1985,Emgence.Com,,,"Located in San Diego Calif., Emgence Technologies Inc. provides value-added IT solutions that keep businesses well-connected. The company provides a comprehensive suite of IT services that allow businesses to capitalize on growth opportunities, adapt to changing market forces and increase its overall competitiveness. It caters leasing options from some of the industry leading finance partners, including IBM Global Finance, GE Commercial Finance and HP Financial Services. Emgence Technologies Inc. has partnership with Sophos that serves complete protection and control to business, education and government organizations.'",737701,Computers-Renting & Leasing,532420,Office Machinery & Equipment Rental & Leasing,32,"$6,646,000 ",,,
,Enterprise Solutions,Derek,Baggerly,9171 Towne Centre Dr # 455,San Diego,CA,92122,University City,(858) 530-0060,Esisinc.Com,,,,737206,Computer Software,511210,Software Publishers,22,"$9,055,000 ",,,
,Esscor,Ian,Willetts,5760 Fleet St # 100,Carlsbad,CA,92008,,(760) 268-7700,Simsci.Com,,,,737301,Engineers-Systems,541512,Computer Systems Design Services,40,"$7,413,000 ",,,
,Financial Database Svc Inc,Walter,Werner,9560 Waples St # A,San Diego,CA,92121,Sorrento Valley,(858) 558-7100,Fdbs.Com,,,,737206,Computer Software,511210,Software Publishers,20,"$8,232,000 ",,,
,FMT Financial Management,Tom,Gildred,5451 Avenida Encinas # A,Carlsbad,CA,92008,,(760) 603-7611,Fmtsd.Com,,,,737103,Computers-System Designers & Consultants,541511,Custom Computer Programming Services,20,"$2,853,000 ",,,
,Fragmob LLC,,,9191 Towne Centre Dr # 375,San Diego,CA,92122,University City,(858) 587-6659,Fragmob.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,Fragmob LLC,,,9655 Granite Ridge Dr # 245,San Diego,CA,92123,Serra Mesa,(858) 587-6659,Fragmob.Com,,,,737417,Website Hosting,518210,"Data Processing, Hosting & Related Services",20,"$4,812,000 ",,,
,Fulltech Systems Inc,Anthony,Cafiso,5525 Market St,San Diego,CA,92114,Valencia Park,(619) 297-0454,Ftdns2.Com,,,"Since 1989, the people FullTech Marketing Systems have been a driving force in the direct marketing industry. Our relentless drive to develop and refine direct marketing programs combined with our strong network of data providers, has given us the opportunity to exceed the expectations of our clients. Since our inception, we have continually grown our conceptual, techniques, technologies and capabilities becoming a full service direct marketing solution to the industry. FullTech Marketing Systems is able to offer an integrated, full-service solution approach to all its clients. In 2007, FullTech Marketing Systems expanded its line of marketing services in order to meet the evolving needs of businesses. We now offer internet marketing solutions that integrate with traditional media campaigns, in order to maximize revenue potential and brand awareness for our clients.'",733105,Advertising-Direct Mail,541860,Direct Mail Advertising,25,"$1,716,000 ",,,
